;Scopy version,dda5ec6
;Exported on,dinsdag januari 25/01/2022
;Device,M2K
;Nr of samples,8000
;Sample rate,1e+08
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
6292,2.292e-05,2.54233,2.47389
6293,2.293e-05,2.51328,2.45936
6294,2.294e-05,2.51328,2.48841
6295,2.295e-05,2.54233,2.45936
6296,2.296e-05,2.51328,2.48841
6297,2.297e-05,2.52781,2.48841
6298,2.298e-05,2.55686,2.47389
6299,2.299e-05,2.55686,2.47389
6300,2.3e-05,2.51328,2.47389
6301,2.301e-05,2.52781,2.48841
6302,2.302e-05,2.52781,2.47389
6303,2.303e-05,2.52781,2.48841
6304,2.304e-05,2.54233,2.48841
6305,2.305e-05,2.54233,2.45936
6306,2.306e-05,2.52781,2.47389
6307,2.307e-05,2.52781,2.45936
6308,2.308e-05,2.52781,2.48841
6309,2.309e-05,2.51328,2.48841
6310,2.31e-05,2.51328,2.50294
6311,2.311e-05,2.52781,2.47389
6312,2.312e-05,2.52781,2.48841
6313,2.313e-05,2.52781,2.48841
6314,2.314e-05,2.54233,2.48841
6315,2.315e-05,2.52781,2.47389
6316,2.316e-05,2.54233,2.47389
6317,2.317e-05,2.54233,2.48841
6318,2.318e-05,2.54233,2.45936
6319,2.319e-05,2.55686,2.47389
6320,2.32e-05,2.54233,2.47389
6321,2.321e-05,2.54233,2.45936
6322,2.322e-05,2.52781,2.47389
6323,2.323e-05,2.51328,2.47389
6324,2.324e-05,2.52781,2.47389
6325,2.325e-05,2.52781,2.48841
6326,2.326e-05,2.54233,2.48841
6327,2.327e-05,2.52781,2.47389
6328,2.328e-05,2.52781,2.48841
6329,2.329e-05,2.54233,2.48841
6330,2.33e-05,2.52781,2.48841
6331,2.331e-05,2.52781,2.47389
6332,2.332e-05,2.52781,2.48841
6333,2.333e-05,2.52781,2.48841
6334,2.334e-05,2.51328,2.47389
6335,2.335e-05,2.52781,2.48841
6336,2.336e-05,2.51328,2.48841
6337,2.337e-05,2.51328,2.47389
6338,2.338e-05,2.51328,2.45936
6339,2.339e-05,2.51328,2.47389
6340,2.34e-05,2.51328,2.50294
6341,2.341e-05,2.48423,2.50294
6342,2.342e-05,2.48423,2.48841
6343,2.343e-05,2.48423,2.48841
6344,2.344e-05,2.55686,2.48841
6345,2.345e-05,2.51328,2.47389
6346,2.346e-05,2.52781,2.47389
6347,2.347e-05,2.51328,2.47389
6348,2.348e-05,2.51328,2.47389
6349,2.349e-05,2.51328,2.47389
6350,2.35e-05,2.51328,2.47389
6351,2.351e-05,2.52781,2.48841
6352,2.352e-05,2.52781,2.45936
6353,2.353e-05,2.52781,2.45936
6354,2.354e-05,2.51328,2.47389
6355,2.355e-05,2.52781,2.48841
6356,2.356e-05,2.52781,2.47389
6357,2.357e-05,2.48423,2.45936
6358,2.358e-05,2.52781,2.45936
6359,2.359e-05,2.52781,2.45936
6360,2.36e-05,2.52781,2.48841
6361,2.361e-05,2.55686,2.45936
6362,2.362e-05,2.55686,2.45936
6363,2.363e-05,2.54233,2.45936
6364,2.364e-05,2.54233,2.47389
6365,2.365e-05,2.55686,2.45936
6366,2.366e-05,2.52781,2.48841
6367,2.367e-05,2.51328,2.47389
6368,2.368e-05,2.51328,2.47389
6369,2.369e-05,2.54233,2.43031
6370,2.37e-05,2.51328,2.48841
6371,2.371e-05,2.55686,2.48841
6372,2.372e-05,2.52781,2.45936
6373,2.373e-05,2.48423,2.43031
6374,2.374e-05,2.54233,2.48841
6375,2.375e-05,2.54233,2.47389
6376,2.376e-05,2.51328,2.47389
6377,2.377e-05,2.54233,2.47389
6378,2.378e-05,2.54233,2.50294
6379,2.379e-05,2.51328,2.45936
6380,2.38e-05,2.46971,2.45936
6381,2.381e-05,2.52781,2.47389
6382,2.382e-05,2.52781,2.50294
6383,2.383e-05,2.52781,2.47389
6384,2.384e-05,2.51328,2.50294
6385,2.385e-05,2.52781,2.47389
6386,2.386e-05,2.52781,2.50294
6387,2.387e-05,2.54233,2.45936
6388,2.388e-05,2.46971,2.44484
6389,2.389e-05,2.51328,2.45936
6390,2.39e-05,2.52781,2.50294
6391,2.391e-05,2.51328,2.51746
6392,2.392e-05,2.52781,2.48841
6393,2.393e-05,2.51328,2.48841
6394,2.394e-05,2.52781,2.50294
6395,2.395e-05,2.54233,2.47389
6396,2.396e-05,2.52781,2.47389
6397,2.397e-05,2.52781,2.48841
6398,2.398e-05,2.51328,2.47389
6399,2.399e-05,2.51328,2.48841
6400,2.4e-05,2.52781,2.47389
6401,2.401e-05,2.52781,2.47389
6402,2.402e-05,2.52781,2.47389
6403,2.403e-05,2.54233,2.45936
6404,2.404e-05,2.51328,2.45936
6405,2.405e-05,2.48423,2.45936
6406,2.406e-05,2.54233,2.48841
6407,2.407e-05,2.51328,2.45936
6408,2.408e-05,2.52781,2.45936
6409,2.409e-05,2.52781,2.45936
6410,2.41e-05,2.51328,2.47389
6411,2.411e-05,2.51328,2.45936
6412,2.412e-05,2.51328,2.48841
6413,2.413e-05,2.46971,2.45936
6414,2.414e-05,2.51328,2.48841
6415,2.415e-05,2.52781,2.47389
6416,2.416e-05,2.52781,2.47389
6417,2.417e-05,2.52781,2.48841
6418,2.418e-05,2.51328,2.50294
6419,2.419e-05,2.54233,2.48841
6420,2.42e-05,2.54233,2.48841
6421,2.421e-05,2.52781,2.45936
6422,2.422e-05,2.51328,2.47389
6423,2.423e-05,2.52781,2.48841
6424,2.424e-05,2.52781,2.48841
6425,2.425e-05,2.51328,2.48841
6426,2.426e-05,2.52781,2.48841
6427,2.427e-05,2.51328,2.48841
6428,2.428e-05,2.54233,2.50294
6429,2.429e-05,2.48423,2.48841
6430,2.43e-05,2.51328,2.50294
6431,2.431e-05,2.52781,2.48841
6432,2.432e-05,2.54233,2.48841
6433,2.433e-05,2.48423,2.48841
6434,2.434e-05,2.54233,2.50294
6435,2.435e-05,2.51328,2.47389
6436,2.436e-05,2.54233,2.48841
6437,2.437e-05,2.52781,2.48841
6438,2.438e-05,2.52781,2.48841
6439,2.439e-05,2.54233,2.48841
6440,2.44e-05,2.51328,2.47389
6441,2.441e-05,2.52781,2.45936
6442,2.442e-05,2.55686,2.45936
6443,2.443e-05,2.54233,2.45936
6444,2.444e-05,2.51328,2.48841
6445,2.445e-05,2.54233,2.48841
6446,2.446e-05,2.51328,2.48841
6447,2.447e-05,2.52781,2.50294
6448,2.448e-05,2.52781,2.48841
6449,2.449e-05,2.52781,2.45936
6450,2.45e-05,2.52781,2.47389
6451,2.451e-05,2.54233,2.48841
6452,2.452e-05,2.54233,2.47389
6453,2.453e-05,2.51328,2.47389
6454,2.454e-05,2.52781,2.50294
6455,2.455e-05,2.48423,2.50294
6456,2.456e-05,2.54233,2.48841
6457,2.457e-05,2.52781,2.45936
6458,2.458e-05,2.51328,2.48841
6459,2.459e-05,2.52781,2.48841
6460,2.46e-05,2.51328,2.47389
6461,2.461e-05,2.54233,2.45936
6462,2.462e-05,2.52781,2.47389
6463,2.463e-05,2.52781,2.48841
6464,2.464e-05,2.54233,2.48841
6465,2.465e-05,2.52781,2.50294
6466,2.466e-05,2.51328,2.47389
6467,2.467e-05,2.48423,2.45936
6468,2.468e-05,2.52781,2.47389
6469,2.469e-05,2.54233,2.45936
6470,2.47e-05,2.51328,2.47389
6471,2.471e-05,2.54233,2.48841
6472,2.472e-05,2.51328,2.50294
6473,2.473e-05,2.52781,2.47389
6474,2.474e-05,2.51328,2.48841
6475,2.475e-05,2.52781,2.47389
6476,2.476e-05,2.52781,2.47389
6477,2.477e-05,2.52781,2.45936
6478,2.478e-05,2.51328,2.48841
6479,2.479e-05,2.52781,2.48841
6480,2.48e-05,2.54233,2.48841
6481,2.481e-05,2.51328,2.48841
6482,2.482e-05,2.52781,2.48841
6483,2.483e-05,2.54233,2.47389
6484,2.484e-05,2.52781,2.45936
6485,2.485e-05,2.51328,2.48841
6486,2.486e-05,2.51328,2.47389
6487,2.487e-05,2.52781,2.48841
6488,2.488e-05,2.51328,2.47389
6489,2.489e-05,2.54233,2.47389
6490,2.49e-05,2.51328,2.47389
6491,2.491e-05,2.51328,2.47389
6492,2.492e-05,2.48423,2.47389
6493,2.493e-05,2.52781,2.47389
6494,2.494e-05,2.54233,2.48841
6495,2.495e-05,2.48423,2.45936
6496,2.496e-05,2.54233,2.47389
6497,2.497e-05,2.52781,2.45936
6498,2.498e-05,2.51328,2.45936
6499,2.499e-05,2.51328,2.38674
6500,2.5e-05,0.741236,0.556591
6501,2.501e-05,-2.99168,-2.36293
6502,2.502e-05,-3.95033,-3.40873
6503,2.503e-05,-2.49783,-2.5227
6504,2.504e-05,-1.94588,-1.86908
6505,2.505e-05,-2.27996,-2.18863
6506,2.506e-05,-2.54141,-2.43555
6507,2.507e-05,-2.48331,-2.3484
6508,2.508e-05,-2.42521,-2.36293
6509,2.509e-05,-2.51236,-2.36293
6510,2.51e-05,-2.38163,-2.2903
6511,2.511e-05,-2.42521,-2.3484
6512,2.512e-05,-2.54141,-2.4065
6513,2.513e-05,-2.43973,-2.39198
6514,2.514e-05,-2.39616,-2.31935
6515,2.515e-05,-2.48331,-2.4065
6516,2.516e-05,-2.51236,-2.39198
6517,2.517e-05,-2.42521,-2.31935
6518,2.518e-05,-2.48331,-2.37745
6519,2.519e-05,-2.49783,-2.42103
6520,2.52e-05,-2.43973,-2.33388
6521,2.521e-05,-2.46878,-2.33388
6522,2.522e-05,-2.48331,-2.37745
6523,2.523e-05,-2.46878,-2.37745
6524,2.524e-05,-2.43973,-2.3484
6525,2.525e-05,-2.51236,-2.39198
6526,2.526e-05,-2.49783,-2.4065
6527,2.527e-05,-2.46878,-2.37745
6528,2.528e-05,-2.46878,-2.37745
6529,2.529e-05,-2.49783,-2.43555
6530,2.53e-05,-2.46878,-2.39198
6531,2.531e-05,-2.48331,-2.4065
6532,2.532e-05,-2.51236,-2.42103
6533,2.533e-05,-2.52688,-2.39198
6534,2.534e-05,-2.48331,-2.39198
6535,2.535e-05,-2.52688,-2.4065
6536,2.536e-05,-2.46878,-2.42103
6537,2.537e-05,-2.48331,-2.42103
6538,2.538e-05,-2.48331,-2.42103
6539,2.539e-05,-2.52688,-2.43555
6540,2.54e-05,-2.51236,-2.4065
6541,2.541e-05,-2.52688,-2.42103
6542,2.542e-05,-2.51236,-2.43555
6543,2.543e-05,-2.51236,-2.43555
6544,2.544e-05,-2.49783,-2.42103
6545,2.545e-05,-2.54141,-2.42103
6546,2.546e-05,-2.52688,-2.4065
6547,2.547e-05,-2.49783,-2.39198
6548,2.548e-05,-2.52688,-2.42103
6549,2.549e-05,-2.54141,-2.42103
6550,2.55e-05,-2.49783,-2.4065
6551,2.551e-05,-2.51236,-2.4065
6552,2.552e-05,-2.48331,-2.42103
6553,2.553e-05,-2.48331,-2.42103
6554,2.554e-05,-2.52688,-2.43555
6555,2.555e-05,-2.52688,-2.43555
6556,2.556e-05,-2.51236,-2.42103
6557,2.557e-05,-2.52688,-2.4065
6558,2.558e-05,-2.49783,-2.42103
6559,2.559e-05,-2.51236,-2.42103
6560,2.56e-05,-2.51236,-2.42103
6561,2.561e-05,-2.52688,-2.43555
6562,2.562e-05,-2.54141,-2.42103
6563,2.563e-05,-2.51236,-2.4065
6564,2.564e-05,-2.52688,-2.4065
6565,2.565e-05,-2.52688,-2.43555
6566,2.566e-05,-2.51236,-2.42103
6567,2.567e-05,-2.51236,-2.42103
6568,2.568e-05,-2.51236,-2.42103
6569,2.569e-05,-2.49783,-2.43555
6570,2.57e-05,-2.49783,-2.42103
6571,2.571e-05,-2.52688,-2.4065
6572,2.572e-05,-2.51236,-2.43555
6573,2.573e-05,-2.51236,-2.43555
6574,2.574e-05,-2.54141,-2.42103
6575,2.575e-05,-2.51236,-2.43555
6576,2.576e-05,-2.52688,-2.42103
6577,2.577e-05,-2.51236,-2.43555
6578,2.578e-05,-2.51236,-2.4646
6579,2.579e-05,-2.52688,-2.43555
6580,2.58e-05,-2.52688,-2.4065
6581,2.581e-05,-2.49783,-2.42103
6582,2.582e-05,-2.48331,-2.43555
6583,2.583e-05,-2.51236,-2.43555
6584,2.584e-05,-2.51236,-2.43555
6585,2.585e-05,-2.49783,-2.42103
6586,2.586e-05,-2.48331,-2.4065
6587,2.587e-05,-2.48331,-2.43555
6588,2.588e-05,-2.51236,-2.42103
6589,2.589e-05,-2.51236,-2.42103
6590,2.59e-05,-2.52688,-2.43555
6591,2.591e-05,-2.54141,-2.42103
6592,2.592e-05,-2.52688,-2.43555
6593,2.593e-05,-2.52688,-2.42103
6594,2.594e-05,-2.51236,-2.4065
6595,2.595e-05,-2.51236,-2.42103
6596,2.596e-05,-2.51236,-2.42103
6597,2.597e-05,-2.51236,-2.43555
6598,2.598e-05,-2.52688,-2.4065
6599,2.599e-05,-2.52688,-2.42103
6600,2.6e-05,-2.52688,-2.43555
6601,2.601e-05,-2.49783,-2.42103
6602,2.602e-05,-2.49783,-2.42103
6603,2.603e-05,-2.51236,-2.43555
6604,2.604e-05,-2.51236,-2.42103
6605,2.605e-05,-2.49783,-2.43555
6606,2.606e-05,-2.49783,-2.43555
6607,2.607e-05,-2.52688,-2.43555
6608,2.608e-05,-2.54141,-2.4065
6609,2.609e-05,-2.52688,-2.43555
6610,2.61e-05,-2.49783,-2.42103
6611,2.611e-05,-2.51236,-2.43555
6612,2.612e-05,-2.49783,-2.43555
6613,2.613e-05,-2.52688,-2.42103
6614,2.614e-05,-2.52688,-2.42103
6615,2.615e-05,-2.52688,-2.43555
6616,2.616e-05,-2.49783,-2.4646
6617,2.617e-05,-2.52688,-2.43555
6618,2.618e-05,-2.51236,-2.4065
6619,2.619e-05,-2.51236,-2.43555
6620,2.62e-05,-2.51236,-2.43555
6621,2.621e-05,-2.49783,-2.4646
6622,2.622e-05,-2.54141,-2.43555
6623,2.623e-05,-2.52688,-2.4646
6624,2.624e-05,-2.51236,-2.4646
6625,2.625e-05,-2.51236,-2.4646
6626,2.626e-05,-2.49783,-2.43555
6627,2.627e-05,-2.52688,-2.47913
6628,2.628e-05,-2.51236,-2.43555
6629,2.629e-05,-2.54141,-2.47913
6630,2.63e-05,-2.52688,-2.42103
6631,2.631e-05,-2.51236,-2.4646
6632,2.632e-05,-2.54141,-2.43555
6633,2.633e-05,-2.51236,-2.43555
6634,2.634e-05,-2.54141,-2.43555
6635,2.635e-05,-2.52688,-2.43555
6636,2.636e-05,-2.52688,-2.43555
6637,2.637e-05,-2.54141,-2.4646
6638,2.638e-05,-2.48331,-2.4646
6639,2.639e-05,-2.49783,-2.43555
6640,2.64e-05,-2.51236,-2.4065
6641,2.641e-05,-2.51236,-2.4646
6642,2.642e-05,-2.54141,-2.43555
6643,2.643e-05,-2.54141,-2.43555
6644,2.644e-05,-2.48331,-2.4065
6645,2.645e-05,-2.51236,-2.47913
6646,2.646e-05,-2.49783,-2.4646
6647,2.647e-05,-2.52688,-2.47913
6648,2.648e-05,-2.54141,-2.47913
6649,2.649e-05,-2.51236,-2.47913
6650,2.65e-05,-2.52688,-2.42103
6651,2.651e-05,-2.52688,-2.4646
6652,2.652e-05,-2.55593,-2.42103
6653,2.653e-05,-2.52688,-2.4646
6654,2.654e-05,-2.54141,-2.43555
6655,2.655e-05,-2.55593,-2.4646
6656,2.656e-05,-2.51236,-2.4646
6657,2.657e-05,-2.54141,-2.47913
6658,2.658e-05,-2.52688,-2.42103
6659,2.659e-05,-2.49783,-2.47913
6660,2.66e-05,-2.52688,-2.4646
6661,2.661e-05,-2.51236,-2.4646
6662,2.662e-05,-2.54141,-2.43555
6663,2.663e-05,-2.52688,-2.4646
6664,2.664e-05,-2.51236,-2.43555
6665,2.665e-05,-2.51236,-2.47913
6666,2.666e-05,-2.51236,-2.47913
6667,2.667e-05,-2.51236,-2.47913
6668,2.668e-05,-2.54141,-2.47913
6669,2.669e-05,-2.54141,-2.47913
6670,2.67e-05,-2.51236,-2.4646
6671,2.671e-05,-2.54141,-2.47913
6672,2.672e-05,-2.52688,-2.4646
6673,2.673e-05,-2.57046,-2.4646
6674,2.674e-05,-2.55593,-2.4646
6675,2.675e-05,-2.54141,-2.4646
6676,2.676e-05,-2.54141,-2.4646
6677,2.677e-05,-2.52688,-2.4646
6678,2.678e-05,-2.54141,-2.43555
6679,2.679e-05,-2.54141,-2.47913
6680,2.68e-05,-2.52688,-2.43555
6681,2.681e-05,-2.54141,-2.49365
6682,2.682e-05,-2.52688,-2.4646
6683,2.683e-05,-2.57046,-2.47913
6684,2.684e-05,-2.54141,-2.4646
6685,2.685e-05,-2.55593,-2.49365
6686,2.686e-05,-2.54141,-2.49365
6687,2.687e-05,-2.54141,-2.4646
6688,2.688e-05,-2.54141,-2.47913
6689,2.689e-05,-2.55593,-2.47913
6690,2.69e-05,-2.55593,-2.4646
6691,2.691e-05,-2.52688,-2.47913
6692,2.692e-05,-2.55593,-2.47913
6693,2.693e-05,-2.55593,-2.49365
6694,2.694e-05,-2.54141,-2.43555
6695,2.695e-05,-2.55593,-2.4646
6696,2.696e-05,-2.55593,-2.4646
6697,2.697e-05,-2.52688,-2.4646
6698,2.698e-05,-2.52688,-2.47913
6699,2.699e-05,-2.54141,-2.43555
6700,2.7e-05,-2.54141,-2.4646
6701,2.701e-05,-2.54141,-2.4646
6702,2.702e-05,-2.54141,-2.4646
6703,2.703e-05,-2.52688,-2.49365
6704,2.704e-05,-2.48331,-2.4646
6705,2.705e-05,-2.52688,-2.47913
6706,2.706e-05,-2.49783,-2.43555
6707,2.707e-05,-2.51236,-2.47913
6708,2.708e-05,-2.49783,-2.47913
6709,2.709e-05,-2.52688,-2.47913
6710,2.71e-05,-2.55593,-2.43555
6711,2.711e-05,-2.52688,-2.4646
6712,2.712e-05,-2.52688,-2.4646
6713,2.713e-05,-2.54141,-2.47913
6714,2.714e-05,-2.52688,-2.42103
6715,2.715e-05,-2.52688,-2.47913
6716,2.716e-05,-2.54141,-2.47913
6717,2.717e-05,-2.51236,-2.47913
6718,2.718e-05,-2.52688,-2.4646
6719,2.719e-05,-2.54141,-2.4646
6720,2.72e-05,-2.55593,-2.43555
6721,2.721e-05,-2.55593,-2.43555
6722,2.722e-05,-2.55593,-2.43555
6723,2.723e-05,-2.52688,-2.47913
6724,2.724e-05,-2.51236,-2.47913
6725,2.725e-05,-2.54141,-2.47913
6726,2.726e-05,-2.54141,-2.4646
6727,2.727e-05,-2.57046,-2.47913
6728,2.728e-05,-2.55593,-2.4646
6729,2.729e-05,-2.52688,-2.4646
6730,2.73e-05,-2.54141,-2.43555
6731,2.731e-05,-2.52688,-2.4646
6732,2.732e-05,-2.52688,-2.4646
6733,2.733e-05,-2.52688,-2.47913
6734,2.734e-05,-2.54141,-2.43555
6735,2.735e-05,-2.54141,-2.4646
6736,2.736e-05,-2.55593,-2.43555
6737,2.737e-05,-2.54141,-2.47913
6738,2.738e-05,-2.51236,-2.4646
6739,2.739e-05,-2.54141,-2.43555
6740,2.74e-05,-2.55593,-2.43555
6741,2.741e-05,-2.51236,-2.4646
6742,2.742e-05,-2.51236,-2.43555
6743,2.743e-05,-2.52688,-2.43555
6744,2.744e-05,-2.51236,-2.43555
6745,2.745e-05,-2.57046,-2.47913
6746,2.746e-05,-2.55593,-2.4646
6747,2.747e-05,-2.54141,-2.4646
6748,2.748e-05,-2.54141,-2.43555
6749,2.749e-05,-2.55593,-2.47913
6750,2.75e-05,-2.54141,-2.4646
6751,2.751e-05,-2.55593,-2.47913
6752,2.752e-05,-2.52688,-2.43555
6753,2.753e-05,-2.54141,-2.49365
6754,2.754e-05,-2.54141,-2.43555
6755,2.755e-05,-2.52688,-2.43555
6756,2.756e-05,-2.54141,-2.4646
6757,2.757e-05,-2.52688,-2.4646
6758,2.758e-05,-2.54141,-2.43555
6759,2.759e-05,-2.54141,-2.47913
6760,2.76e-05,-2.54141,-2.47913
6761,2.761e-05,-2.54141,-2.43555
6762,2.762e-05,-2.52688,-2.4646
6763,2.763e-05,-2.52688,-2.4646
6764,2.764e-05,-2.54141,-2.47913
6765,2.765e-05,-2.54141,-2.49365
6766,2.766e-05,-2.51236,-2.4646
6767,2.767e-05,-2.54141,-2.47913
6768,2.768e-05,-2.52688,-2.4646
6769,2.769e-05,-2.54141,-2.4646
6770,2.77e-05,-2.51236,-2.42103
6771,2.771e-05,-2.54141,-2.4646
6772,2.772e-05,-2.57046,-2.4646
6773,2.773e-05,-2.52688,-2.47913
6774,2.774e-05,-2.52688,-2.43555
6775,2.775e-05,-2.51236,-2.49365
6776,2.776e-05,-2.54141,-2.47913
6777,2.777e-05,-2.51236,-2.4646
6778,2.778e-05,-2.51236,-2.43555
6779,2.779e-05,-2.52688,-2.47913
6780,2.78e-05,-2.52688,-2.43555
6781,2.781e-05,-2.52688,-2.49365
6782,2.782e-05,-2.54141,-2.47913
6783,2.783e-05,-2.52688,-2.47913
6784,2.784e-05,-2.54141,-2.43555
6785,2.785e-05,-2.51236,-2.47913
6786,2.786e-05,-2.54141,-2.4646
6787,2.787e-05,-2.55593,-2.47913
6788,2.788e-05,-2.55593,-2.4646
6789,2.789e-05,-2.52688,-2.4646
6790,2.79e-05,-2.52688,-2.47913
6791,2.791e-05,-2.49783,-2.47913
6792,2.792e-05,-2.55593,-2.43555
6793,2.793e-05,-2.52688,-2.43555
6794,2.794e-05,-2.54141,-2.4646
6795,2.795e-05,-2.54141,-2.47913
6796,2.796e-05,-2.52688,-2.49365
6797,2.797e-05,-2.52688,-2.47913
6798,2.798e-05,-2.55593,-2.4646
6799,2.799e-05,-2.54141,-2.49365
6800,2.8e-05,-2.54141,-2.43555
6801,2.801e-05,-2.52688,-2.4646
6802,2.802e-05,-2.52688,-2.47913
6803,2.803e-05,-2.52688,-2.4646
6804,2.804e-05,-2.52688,-2.43555
6805,2.805e-05,-2.54141,-2.47913
6806,2.806e-05,-2.52688,-2.4646
6807,2.807e-05,-2.52688,-2.43555
6808,2.808e-05,-2.54141,-2.43555
6809,2.809e-05,-2.51236,-2.4646
6810,2.81e-05,-2.52688,-2.43555
6811,2.811e-05,-2.51236,-2.47913
6812,2.812e-05,-2.51236,-2.47913
6813,2.813e-05,-2.52688,-2.4646
6814,2.814e-05,-2.54141,-2.47913
6815,2.815e-05,-2.55593,-2.4646
6816,2.816e-05,-2.54141,-2.4646
6817,2.817e-05,-2.54141,-2.47913
6818,2.818e-05,-2.55593,-2.4646
6819,2.819e-05,-2.54141,-2.47913
6820,2.82e-05,-2.54141,-2.47913
6821,2.821e-05,-2.55593,-2.47913
6822,2.822e-05,-2.52688,-2.47913
6823,2.823e-05,-2.52688,-2.49365
6824,2.824e-05,-2.52688,-2.4646
6825,2.825e-05,-2.55593,-2.47913
6826,2.826e-05,-2.55593,-2.47913
6827,2.827e-05,-2.54141,-2.47913
6828,2.828e-05,-2.51236,-2.4646
6829,2.829e-05,-2.57046,-2.47913
6830,2.83e-05,-2.52688,-2.47913
6831,2.831e-05,-2.51236,-2.47913
6832,2.832e-05,-2.54141,-2.49365
6833,2.833e-05,-2.52688,-2.4646
6834,2.834e-05,-2.52688,-2.43555
6835,2.835e-05,-2.52688,-2.43555
6836,2.836e-05,-2.49783,-2.49365
6837,2.837e-05,-2.52688,-2.47913
6838,2.838e-05,-2.55593,-2.47913
6839,2.839e-05,-2.52688,-2.49365
6840,2.84e-05,-2.52688,-2.4646
6841,2.841e-05,-2.54141,-2.4646
6842,2.842e-05,-2.52688,-2.47913
6843,2.843e-05,-2.51236,-2.49365
6844,2.844e-05,-2.52688,-2.4646
6845,2.845e-05,-2.55593,-2.4646
6846,2.846e-05,-2.51236,-2.43555
6847,2.847e-05,-2.54141,-2.47913
6848,2.848e-05,-2.51236,-2.4646
6849,2.849e-05,-2.52688,-2.47913
6850,2.85e-05,-2.54141,-2.47913
6851,2.851e-05,-2.55593,-2.4646
6852,2.852e-05,-2.52688,-2.4646
6853,2.853e-05,-2.54141,-2.49365
6854,2.854e-05,-2.51236,-2.4646
6855,2.855e-05,-2.49783,-2.43555
6856,2.856e-05,-2.49783,-2.43555
6857,2.857e-05,-2.55593,-2.4646
6858,2.858e-05,-2.52688,-2.4646
6859,2.859e-05,-2.51236,-2.4646
6860,2.86e-05,-2.52688,-2.4065
6861,2.861e-05,-2.54141,-2.4646
6862,2.862e-05,-2.49783,-2.4646
6863,2.863e-05,-2.51236,-2.49365
6864,2.864e-05,-2.51236,-2.4646
6865,2.865e-05,-2.51236,-2.47913
6866,2.866e-05,-2.51236,-2.47913
6867,2.867e-05,-2.51236,-2.4646
6868,2.868e-05,-2.51236,-2.43555
6869,2.869e-05,-2.52688,-2.47913
6870,2.87e-05,-2.52688,-2.4646
6871,2.871e-05,-2.54141,-2.47913
6872,2.872e-05,-2.54141,-2.4646
6873,2.873e-05,-2.52688,-2.43555
6874,2.874e-05,-2.54141,-2.4646
6875,2.875e-05,-2.55593,-2.4646
6876,2.876e-05,-2.55593,-2.43555
6877,2.877e-05,-2.51236,-2.47913
6878,2.878e-05,-2.51236,-2.47913
6879,2.879e-05,-2.52688,-2.47913
6880,2.88e-05,-2.54141,-2.43555
6881,2.881e-05,-2.49783,-2.4646
6882,2.882e-05,-2.51236,-2.4646
6883,2.883e-05,-2.51236,-2.4646
6884,2.884e-05,-2.52688,-2.47913
6885,2.885e-05,-2.51236,-2.49365
6886,2.886e-05,-2.49783,-2.43555
6887,2.887e-05,-2.51236,-2.4646
6888,2.888e-05,-2.51236,-2.4646
6889,2.889e-05,-2.54141,-2.49365
6890,2.89e-05,-2.54141,-2.47913
6891,2.891e-05,-2.54141,-2.4646
6892,2.892e-05,-2.54141,-2.4646
6893,2.893e-05,-2.57046,-2.49365
6894,2.894e-05,-2.52688,-2.47913
6895,2.895e-05,-2.55593,-2.47913
6896,2.896e-05,-2.51236,-2.4646
6897,2.897e-05,-2.54141,-2.47913
6898,2.898e-05,-2.51236,-2.42103
6899,2.899e-05,-2.52688,-2.47913
6900,2.9e-05,-2.52688,-2.47913
6901,2.901e-05,-2.54141,-2.47913
6902,2.902e-05,-2.51236,-2.47913
6903,2.903e-05,-2.51236,-2.4646
6904,2.904e-05,-2.52688,-2.4646
6905,2.905e-05,-2.55593,-2.4646
6906,2.906e-05,-2.49783,-2.4646
6907,2.907e-05,-2.51236,-2.47913
6908,2.908e-05,-2.51236,-2.4646
6909,2.909e-05,-2.52688,-2.49365
6910,2.91e-05,-2.52688,-2.47913
6911,2.911e-05,-2.54141,-2.47913
6912,2.912e-05,-2.52688,-2.4646
6913,2.913e-05,-2.55593,-2.47913
6914,2.914e-05,-2.52688,-2.47913
6915,2.915e-05,-2.55593,-2.49365
6916,2.916e-05,-2.54141,-2.47913
6917,2.917e-05,-2.54141,-2.4646
6918,2.918e-05,-2.52688,-2.47913
6919,2.919e-05,-2.52688,-2.47913
6920,2.92e-05,-2.54141,-2.4646
6921,2.921e-05,-2.54141,-2.49365
6922,2.922e-05,-2.54141,-2.4646
6923,2.923e-05,-2.54141,-2.49365
6924,2.924e-05,-2.52688,-2.49365
6925,2.925e-05,-2.52688,-2.47913
6926,2.926e-05,-2.55593,-2.4646
6927,2.927e-05,-2.54141,-2.47913
6928,2.928e-05,-2.54141,-2.47913
6929,2.929e-05,-2.51236,-2.47913
6930,2.93e-05,-2.54141,-2.47913
6931,2.931e-05,-2.57046,-2.49365
6932,2.932e-05,-2.52688,-2.4646
6933,2.933e-05,-2.54141,-2.47913
6934,2.934e-05,-2.52688,-2.43555
6935,2.935e-05,-2.52688,-2.4646
6936,2.936e-05,-2.54141,-2.47913
6937,2.937e-05,-2.54141,-2.50818
6938,2.938e-05,-2.55593,-2.4646
6939,2.939e-05,-2.55593,-2.47913
6940,2.94e-05,-2.52688,-2.47913
6941,2.941e-05,-2.54141,-2.49365
